13,0.340870966352
19,13.3510469106
25,25.4314785951
31,26.0245325222
37,41.5912705906
43,38.7263268692
49,48.0147132322
55,57.0626317858
61,78.5417219626
67,65.7734308423
73,81.7220819351
79,100.322533445
85,99.2854772628
91,112.618696893
97,113.232752332
103,132.270284706
109,146.832370219
115,154.399529728
121,141.732728291
127,177.253892594
133,198.768318335
139,162.726288807
145,178.137424056
151,201.568893123
157,218.034022284
163,217.99715749
169,204.794946751
175,205.211990458
181,227.386592471
187,249.440713474
