1,0.0147969722748
2,0.0222949981689
3,0.0324959754944
4,0.0426750183105
5,0.0558130741119
6,0.044214963913
7,0.0510139465332
8,0.0666160583496
9,0.0708360671997
10,0.0820908546448
11,0.0915668010712
12,0.0915491580963
13,0.0968170166016
14,0.107302904129
15,0.117271900177
16,0.118654966354
17,0.143172979355
18,0.127810001373
19,0.135400056839
20,0.123207092285
21,0.125808000565
22,0.120651006699
23,0.132868051529
24,0.130033016205
25,0.13653087616
26,0.143466949463
27,0.142611980438
28,0.1507999897
29,0.151556015015
30,0.168964862823
31,0.19589304924
32,0.207511901855
33,0.209880113602
34,0.217724084854
35,0.213408231735
36,0.218082904816
37,0.230531215668
38,0.226743936539
39,0.235908985138
