13,0.0190329551697
19,0.0166568756104
25,0.0165178775787
31,0.0170619487762
37,0.0177929401398
43,0.0174901485443
49,0.0181941986084
55,0.0182039737701
61,0.0171630382538
67,0.0178110599518
73,0.0182631015778
79,0.0183479785919
85,0.0183398723602
91,0.0194017887115
97,0.0204880237579
103,0.018923997879
109,0.0216290950775
115,0.0206048488617
121,0.0184581279755
127,0.0196971893311
133,0.0198359489441
139,0.0220329761505
145,0.0225629806519
151,0.0198640823364
157,0.0218100547791
163,0.0194699764252
169,0.0194690227509
175,0.0211918354034
181,0.0205500125885
187,0.0211129188538
