13,0.0526928901672
19,0.110702037811
25,0.246619939804
31,0.464421987534
37,0.784237861633
43,1.23577094078
49,1.82772803307
55,2.59173297882
61,3.54914689064
67,4.72377610207
73,6.15380001068
79,7.86060500145
85,9.84092402458
91,16.6267800331
97,27.2409789562
103,34.9867920876
109,41.5139839649
115,49.1646471024
121,57.4557719231
127,66.7451190948
133,77.3171739578
139,88.9621942043
145,101.495504141
151,116.235409975
157,132.080962896
163,147.569620848
169,164.585780144
175,184.137163877
181,207.037078857
187,228.52482295
